Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Fall ,9/13/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2549,1.4%,34,43,1480,3,20640,34,26,9
Fall ,9/14/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2842,1.1%,30,37,1125,2,22790,80,5,1
Fall ,9/15/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2399,0.8%,19,66,1255,6,19350,54,24,3
Fall ,9/16/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1901,0.9%,17,3,45,2,4730,66,14,7
Fall ,9/17/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1924,0.7%,14,105,1445,2,18146,79,8,1
Fall ,9/18/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1676,1.1%,18,50,910,3,18490,91,14,4
Fall ,9/19/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2222,0.9%,21,5,108,4,32852,72,17,6
Fall ,9/20/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2143,0.8%,16,64,1050,3,30358,59,14,6
Fall ,9/21/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2691,1.1%,28,20,559,3,27692,43,9,4
Fall ,9/22/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1657,0.9%,15,82,1218,3,27348,82,29,2
Fall ,9/23/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1727,0.7%,11,102,1176,5,32938,58,18,0
Fall ,9/24/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1856,1.2%,22,88,1907,6,45064,73,3,2
Fall ,9/25/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1777,1.3%,23,31,724,6,29326,48,27,2
Fall ,9/26/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2455,0.8%,20,18,364,6,26402,52,12,7
Fall ,9/27/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1540,1.3%,20,73,1492,4,21414,54,24,1
Fall ,9/28/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1635,1.1%,18,37,653,4,17716,70,20,1
Fall ,9/29/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,3119,1.1%,34,7,234,3,28380,85,6,8
Fall ,9/30/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1552,0.9%,14,103,1470,3,25456,40,17,1
Fall ,10/1/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1750,0.5%,9,38,352,4,23392,55,24,8
Fall ,10/2/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2047,1.3%,27,74,2037,6,31562,38,6,8
Fall ,10/3/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2631,0.6%,15,22,329,4,27434,79,2,2
Fall ,10/4/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2467,1.3%,31,48,1485,3,13932,59,20,8
Fall ,10/5/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2507,0.8%,21,7,141,5,20296,85,9,1
Fall ,10/6/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1481,0.8%,12,85,1057,1,6966,73,26,6
Fall ,10/7/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1488,1.1%,16,5,81,2,17802,90,6,9
Fall ,10/8/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2258,0.9%,21,33,689,5,18662,91,14,3
Fall ,10/9/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1915,1.0%,18,60,1095,2,7654,73,5,2
Fall ,10/10/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2220,1.4%,31,31,948,3,13932,79,14,7
Fall ,10/11/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2509,1.0%,24,8,188,2,14964,80,17,6
Fall ,10/12/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1906,0.9%,17,46,779,6,19608,88,17,7
Fall ,10/13/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2282,0.8%,19,59,1110,5,22704,89,29,4
Fall ,10/14/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2016,1.3%,26,8,200,4,18490,83,21,5
Fall ,10/15/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2337,0.8%,18,8,137,5,28552,42,9,2
Fall ,10/16/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1746,1.3%,23,27,639,1,9030,67,26,1
Fall ,10/17/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2357,1.3%,30,36,1090,1,11438,68,3,7
Fall ,10/18/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2102,0.9%,20,34,680,2,9546,64,9,0
Fall ,10/19/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2388,1.3%,30,24,725,4,31562,98,27,5
Fall ,10/20/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2353,0.9%,21,71,1478,5,33540,62,5,8
Fall ,10/21/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2548,1.2%,32,32,1033,2,16598,61,6,3
Fall ,10/22/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2764,0.8%,21,61,1284,4,29326,60,11,3
Fall ,10/23/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2727,1.1%,30,14,435,5,32164,65,17,0
Fall ,10/24/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1489,1.0%,15,67,1022,5,25714,50,17,7
Fall ,10/25/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1856,1.1%,20,78,1557,3,19436,47,15,6
Fall ,10/26/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1482,0.8%,12,22,275,2,16512,67,20,6
Fall ,10/27/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2501,1.5%,37,27,1019,6,40592,76,11,2
Fall ,10/28/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2311,1.2%,28,64,1819,2,5934,84,18,6
Fall ,10/29/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1833,1.4%,26,22,578,2,19092,72,20,2
Fall ,10/30/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2300,1.3%,30,66,2021,1,12470,55,8,2
Fall ,10/31/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1544,0.6%,9,8,69,2,17458,61,12,6
Fall ,11/1/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2206,1.1%,25,56,1415,1,7912,50,27,1
Fall ,11/2/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2749,1.3%,37,91,3364,6,26660,79,3,4
Fall ,11/3/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,3011,0.7%,22,87,1928,6,36464,67,14,5
Fall ,11/4/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2363,0.9%,20,100,2038,6,41366,49,26,3
Fall ,11/5/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1775,0.7%,13,39,513,2,6794,91,9,4
Fall ,11/6/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2769,0.8%,23,69,1601,3,16254,41,21,5
Fall ,11/7/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2166,0.6%,14,69,966,5,22704,59,5,5
Fall ,11/8/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1949,1.3%,25,75,1888,5,18834,46,15,1
Fall ,11/9/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2710,0.7%,18,28,508,1,8428,78,29,5
Fall ,11/10/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2446,1.0%,23,26,606,2,9804,84,15,2
Fall ,11/11/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1630,0.9%,14,12,171,2,10578,47,3,2
Fall ,11/12/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1526,1.1%,16,101,1687,4,21242,62,9,3
Fall ,11/13/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2122,1.2%,25,88,2180,1,4300,58,6,0
Fall ,11/14/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1444,0.8%,12,105,1278,1,13674,58,8,3
Fall ,11/15/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1643,1.5%,25,48,1187,5,32422,71,11,1
Fall ,11/16/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2401,0.9%,22,24,538,4,30358,60,17,3
Fall ,11/17/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2423,0.9%,22,35,786,2,15738,53,18,7
Fall ,11/18/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2340,0.9%,21,104,2185,1,2924,100,11,2
Fall ,11/19/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1974,0.9%,18,55,1015,6,35260,72,3,2
Fall ,11/20/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2792,0.9%,26,41,1072,6,30100,48,26,8
Fall ,11/21/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1404,0.9%,13,15,202,5,25112,61,20,3
Fall ,11/22/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2136,0.9%,18,58,1074,2,12728,59,12,0
Fall ,11/23/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1717,0.9%,16,94,1492,1,10922,62,12,1
Fall ,11/24/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2476,0.8%,19,6,112,5,39302,68,27,1
Fall ,11/25/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1891,0.8%,15,61,925,4,18490,84,14,4
Fall ,11/26/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1973,1.1%,22,38,840,4,33798,79,24,5
Fall ,11/27/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2567,0.8%,20,7,140,6,27864,55,12,4
Fall ,11/28/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2061,0.9%,19,99,1912,5,24510,102,14,2
Fall ,11/29/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,1273,0.8%,10,60,630,6,32078,70,21,1
Fall ,11/30/2024,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Collection,2721,1.0%,27,25,679,3,18318,34,20,2
Spring ,3/1/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,660,0.7%,4,50,221,1,6192,20,14,1
Spring ,3/2/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1454.8,0.6%,8,44,377,4,18920,34,2,4
Spring ,3/3/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,893.2,0.2%,2,68,129,5,27950,62,8,7
Spring ,3/4/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1017.6,0.5%,5,1,4,6,23736,44,8,2
Spring ,3/5/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1281.6,0.6%,7,4,31,4,26488,66,2,2
Spring ,3/6/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1568,0.9%,14,88,1278,2,7052,66,9,1
Spring ,3/7/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1185.8,0.4%,5,69,363,5,26660,41,6,2
Spring ,3/8/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1106.8,0.2%,2,7,16,1,3612,42,14,3
Spring ,3/9/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1062,0.7%,8,5,39,2,11524,2,3,1
Spring ,3/10/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1464.4,0.6%,8,77,623,1,5074,55,2,1
Spring ,3/11/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1476,0.6%,9,98,861,2,8944,32,5,1
Spring ,3/12/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1500.4,0.5%,8,8,59,2,8256,48,15,2
Spring ,3/13/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1372,0.2%,3,32,94,2,7912,10,11,5
Spring ,3/14/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1006.6,0.9%,9,70,646,3,15738,65,12,5
Spring ,3/15/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,843.8,0.5%,4,3,10,1,6106,53,5,6
Spring ,3/16/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1003.6,0.3%,3,14,47,3,13932,34,6,2
Spring ,3/17/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,711.4,1.0%,7,19,128,1,2580,26,6,5
Spring ,3/18/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1773.6,0.9%,16,43,685,4,19952,18,3,0
Spring ,3/19/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1566.6,0.3%,5,3,12,3,10320,24,0,3
Spring ,3/20/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1021.4,0.9%,9,27,239,4,13416,71,3,5
Spring ,3/21/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,566.8,0.7%,4,65,256,1,3698,46,11,3
Spring ,3/22/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1113.4,0.5%,6,64,366,1,5418,29,3,1
Spring ,3/23/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1737.2,0.6%,11,5,57,4,20640,6,2,1
Spring ,3/24/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,887.4,0.6%,6,80,452,6,31992,65,5,5
Spring ,3/25/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1044.2,0.3%,4,9,31,6,23736,32,5,5
Spring ,3/26/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1504,0.4%,6,29,176,4,14448,35,3,0
Spring ,3/27/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1798.6,0.3%,6,8,43,4,26488,56,15,1
Spring ,3/28/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1431.4,0.7%,10,84,890,2,12900,36,6,4
Spring ,3/29/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1426.2,0.5%,7,27,188,2,12728,22,3,2
Spring ,3/30/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,966.6,0.7%,6,7,45,3,19092,42,2,2
Spring ,3/31/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1166.8,0.2%,2,6,11,3,11868,29,2,0
Spring ,4/1/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,869.6,0.8%,7,9,66,2,9804,38,11,4
Spring ,4/2/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1080,0.0%,0,22,10,6,34572,54,15,3
Spring ,4/3/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1259.6,0.5%,7,51,338,5,19350,41,2,3
Spring ,4/4/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1447.4,0.8%,12,50,588,4,23048,42,2,3
Spring ,4/5/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1077.8,0.3%,4,38,138,3,19092,10,5,1
Spring ,4/6/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,795.2,0.5%,4,80,289,3,17028,42,11,2
Spring ,4/7/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,626.2,0.8%,5,8,38,2,6880,37,8,2
Spring ,4/8/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1281.6,0.6%,7,53,396,5,33110,23,6,0
Spring ,4/9/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1547.4,0.4%,6,17,96,1,6020,40,5,0
Spring ,4/10/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1455.6,0.5%,7,37,275,5,33540,59,6,1
Spring ,4/11/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,600.4,0.7%,4,13,53,2,6708,35,6,0
Spring ,4/12/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1908.8,0.5%,10,7,68,6,28896,47,11,5
Spring ,4/13/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1313.6,0.3%,4,28,112,5,21070,23,6,3
Spring ,4/14/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1669.8,0.9%,16,89,1417,1,6450,47,3,2
Spring ,4/15/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1417.6,0.5%,7,72,528,6,24252,31,5,2
Spring ,4/16/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,978.4,0.7%,7,55,399,1,4042,65,8,0
Spring ,4/17/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,964.4,1.1%,11,71,750,2,11696,30,2,2
Spring ,4/18/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1373.8,0.3%,4,15,64,4,16512,48,9,1
Spring ,4/19/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,712.6,0.4%,3,95,295,2,11524,64,2,1
Spring ,4/20/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1570.4,0.5%,8,43,344,2,12040,6,8,2
Spring ,4/21/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1106.8,0.3%,3,92,257,5,27950,68,11,2
Spring ,4/22/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1052.2,0.8%,9,37,327,6,40764,37,5,6
Spring ,4/23/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1455.2,0.5%,7,29,208,2,7052,18,11,1
Spring ,4/24/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,835.2,1.0%,8,67,562,6,34572,7,5,1
Spring ,4/25/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1866.4,0.8%,15,97,1464,3,12642,23,3,0
Spring ,4/26/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1413.8,0.3%,4,9,34,2,6708,62,0,1
Spring ,4/27/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,790.6,0.7%,6,48,282,2,7912,0,3,1
Spring ,4/28/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,762,0.5%,3,50,174,1,3784,1,5,2
Spring ,4/29/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1168.4,0.6%,7,1,6,4,11352,54,2,3
Spring ,4/30/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,768.2,0.6%,4,80,354,2,8256,58,11,4
Spring ,5/1/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1583.6,0.3%,4,48,194,6,20640,43,5,1
Spring ,5/2/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1349.4,0.4%,6,58,347,3,18060,28,6,0
Spring ,5/3/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,323,0.0%,0,65,2,2,9976,34,5,1
Spring ,5/4/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1349,0.6%,8,43,365,1,6364,67,3,5
Spring ,5/5/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,849.8,0.2%,2,23,39,1,6622,41,6,3
Spring ,5/6/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1447,0.4%,6,23,141,2,9460,49,3,3
Spring ,5/7/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1676.4,0.8%,13,64,811,1,3870,36,8,1
Spring ,5/8/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1407.8,0.7%,10,34,329,5,20640,28,9,1
Spring ,5/9/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1121.4,0.5%,6,65,374,1,3096,31,5,2
Spring ,5/10/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,693.2,0.6%,4,53,222,2,12212,22,11,2
Spring ,5/11/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,904.4,0.8%,7,28,208,6,21672,56,3,3
Spring ,5/12/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1097.4,0.3%,4,83,314,2,10836,24,11,2
Spring ,5/13/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1699.6,0.7%,11,10,116,5,14620,2,3,0
Spring ,5/14/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1667,1.2%,19,48,948,5,19350,34,6,1
Spring ,5/15/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1549.4,0.7%,10,29,294,4,14448,14,3,2
Spring ,5/16/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1365.8,0.6%,8,32,254,1,5074,50,3,2
Spring ,5/17/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1561.4,0.7%,11,99,1068,6,26316,30,15,5
Spring ,5/18/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,914.8,0.9%,9,7,59,6,27348,40,2,2
Spring ,5/19/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1260.4,0.4%,6,62,348,6,39732,46,9,2
Spring ,5/20/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,828.4,0.9%,7,34,254,4,11008,6,5,4
Spring ,5/21/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1529.6,0.3%,5,26,130,4,23736,8,14,3
Spring ,5/22/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1286.8,0.6%,8,29,230,4,14448,36,8,1
Spring ,5/23/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1465,0.6%,8,5,44,5,14190,72,12,1
Spring ,5/24/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,824.6,0.1%,1,65,54,6,38184,38,3,4
Spring ,5/25/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1592.8,0.3%,4,1,4,3,11094,28,0,0
Spring ,5/26/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,755.8,0.8%,6,26,158,2,5676,58,8,7
Spring ,5/27/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1327.4,0.5%,7,89,599,6,18576,16,5,4
Spring ,5/28/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1163.2,0.7%,8,26,211,2,5332,12,3,4
Spring ,5/29/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1727,0.3%,5,72,391,2,7568,46,8,2
Spring ,5/30/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,921.8,0.4%,4,87,315,2,6536,37,2,2
Spring ,5/31/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1428,0.6%,9,71,652,3,15480,16,2,4
Summer ,6/1/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,704.6,0.2%,1,58,82,3,11180,49,9,3
Summer ,6/2/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,36.7,0.4%,0,94,14,4,15996,36,23,3
Summer ,6/3/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,745.1,0.7%,5,71,350,3,22618,23,3,5
Summer ,6/4/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,393.5,0.2%,1,53,42,3,23564,41,6,3
Summer ,6/5/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,635.2,0.1%,1,16,13,0,2752,42,9,6
Summer ,6/6/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,541.6,0.3%,1,43,64,4,9890,55,2,6
Summer ,6/7/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,762.3,0.5%,4,29,116,5,35690,31,9,6
Summer ,6/8/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,659.4,0.1%,1,31,27,3,8342,66,3,1
Summer ,6/9/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,537.1,0.3%,2,84,142,5,15394,31,8,2
Summer ,6/10/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,641,0.1%,1,74,58,3,19264,30,5,4
Summer ,6/11/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,569.8,0.8%,5,37,166,2,7998,41,3,7
Summer ,6/12/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,717,0.4%,3,20,56,1,3010,49,3,8
Summer ,6/13/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,147.7,0.4%,1,39,26,0,1720,44,8,5
Summer ,6/14/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,82.4,0.1%,0,119,12,4,28466,30,12,0
Summer ,6/15/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,1038.7,0.2%,2,40,97,1,4300,49,11,5
Summer ,6/16/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,526.6,0.4%,2,57,121,3,14534,73,12,5
Summer ,6/17/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,978.7,0.8%,8,96,789,4,17458,78,11,4
Summer ,6/18/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,709.3,0.4%,2,54,135,4,23650,62,18,3
Summer ,6/19/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,495.1,0.8%,4,42,156,4,14706,29,21,0
Summer ,6/20/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,955.3,0.7%,7,53,357,4,11524,26,6,1
Summer ,6/21/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,410,0.4%,1,25,37,1,9374,29,2,3
Summer ,6/22/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,529.1,0.7%,4,67,255,4,25284,34,9,6
Summer ,6/23/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,83.4,0.5%,0,74,29,2,2494,14,5,6
Summer ,6/24/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,181.2,0.4%,1,64,50,4,18060,55,3,1
Summer ,6/25/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,908.9,0.6%,5,114,608,4,14362,71,3,1
Summer ,6/26/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,624.1,0.6%,4,92,336,0,3268,53,6,3
Summer ,6/27/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,345.1,0.7%,3,87,224,5,26230,23,2,3
Summer ,6/28/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,765.8,0.5%,4,56,217,4,14964,44,2,2
Summer ,6/29/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,289.2,0.7%,2,85,172,1,2752,61,14,3
Summer ,6/30/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,181.5,0.6%,1,34,38,0,1548,32,0,0
Summer ,7/1/2024,Delhi,28.7041,77.1025,Pinterest,Mobile,Discount,758.8,0.5%,4,96,376,5,24424,79,9,5
