Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spice Bazaar ,11/19/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7444,5.8%,193,77,2855,7,10565,108,43,22
Spice Bazaar ,11/20/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9035,7.7%,312,61,3656,31,30588,171,40,20
Spice Bazaar ,11/21/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8033,5.7%,204,75,2923,14,36022,149,30,25
Spice Bazaar ,11/22/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6242,4.4%,123,80,1884,10,19923,105,30,29
Spice Bazaar ,11/23/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6149,7.8%,214,81,3306,24,45883,131,50,11
Spice Bazaar ,11/24/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9317,4.5%,186,54,1939,14,26161,102,10,13
Spice Bazaar ,11/25/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9620,7.7%,330,93,5851,10,25759,161,33,4
Spice Bazaar ,11/26/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5073,6.5%,148,141,3989,7,25256,146,54,7
Spice Bazaar ,11/27/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8828,7.2%,283,121,6542,7,26463,161,47,27
Spice Bazaar ,11/28/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7322,6.1%,199,69,2619,31,69428,120,37,22
Spice Bazaar ,11/29/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8447,6.3%,236,159,7165,10,10464,117,37,16
Spice Bazaar ,11/30/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8480,6.2%,234,184,8235,14,28576,155,20,22
Spice Bazaar ,12/1/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8207,5.7%,209,177,7058,7,11269,99,50,9
Spice Bazaar ,12/2/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5287,7.6%,179,55,1890,7,20526,124,7,22
Spice Bazaar ,12/3/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6849,7.0%,213,181,7378,17,43669,92,47,7
Spice Bazaar ,12/4/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6438,6.0%,173,119,3944,21,30387,127,60,22
Spice Bazaar ,12/5/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9631,5.5%,235,173,7808,21,20124,165,50,9
Spice Bazaar ,12/6/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9087,7.5%,303,74,4284,7,18413,158,54,9
Spice Bazaar ,12/7/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7174,4.8%,152,99,2873,14,27972,159,30,4
Spice Bazaar ,12/8/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8725,5.5%,215,170,7004,14,33205,161,77,7
Spice Bazaar ,12/9/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9479,7.7%,327,60,3782,31,81402,159,20,13
Spice Bazaar ,12/10/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6568,6.4%,186,136,4851,31,75264,151,27,13
Spice Bazaar ,12/11/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9106,4.9%,200,136,5205,31,47895,173,50,29
Spice Bazaar ,12/12/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8725,6.8%,263,116,5853,17,32903,162,40,16
Spice Bazaar ,12/13/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7426,5.6%,185,92,3251,28,67315,109,10,18
Spice Bazaar ,12/14/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7137,6.2%,197,172,6482,10,24652,103,43,11
Spice Bazaar ,12/15/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7493,7.0%,233,171,7617,14,36424,146,47,18
Spice Bazaar ,12/16/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6553,5.7%,167,127,4037,10,17709,121,17,20
Spice Bazaar ,12/17/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7833,6.4%,224,148,6346,10,29784,94,57,27
Spice Bazaar ,12/18/2023,Hyderabad,Twitter,Laptop,Fresh Deals,9298,6.8%,280,126,6739,24,36123,171,47,2
Spice Bazaar ,12/19/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6457,5.0%,143,62,1703,7,24652,154,43,7
Spice Bazaar ,12/20/2023,Hyderabad,Twitter,Laptop,Fresh Deals,10012,4.9%,217,152,6331,17,34513,120,20,25
Spice Bazaar ,12/21/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5820,6.0%,157,175,5246,28,57052,158,57,27
Spice Bazaar ,12/22/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5657,5.6%,141,140,3784,10,15697,94,47,11
Spice Bazaar ,12/23/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6938,7.5%,233,51,2272,17,28274,148,67,9
Festival Delight,3/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5498,2.7%,67,49,628,0,0,28,23,2
Festival Delight,3/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4155,4.2%,77,39,579,10,10565,24,17,2
Festival Delight,3/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6892,4.4%,136,41,1062,0,0,34,13,9
Festival Delight,3/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4194,4.3%,81,77,1198,7,15495,30,20,2
Festival Delight,3/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2961,4.0%,53,99,1003,3,4629,22,3,9
Festival Delight,3/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7171,4.7%,150,47,1338,7,13081,75,3,9
Festival Delight,3/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6139,4.7%,128,68,1667,3,6037,50,23,0
Festival Delight,3/31/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7887,3.7%,131,38,958,10,14489,47,10,4
Festival Delight,4/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4813,2.5%,54,21,220,3,7748,63,3,4
Festival Delight,4/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3354,1.5%,23,39,169,3,4629,66,17,2
Festival Delight,4/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7591,4.8%,163,62,1941,0,0,68,13,13
Festival Delight,4/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5891,5.2%,136,4,111,3,5735,40,27,11
Festival Delight,4/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5363,4.4%,105,87,1737,7,13483,49,33,4
Festival Delight,4/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3281,5.3%,77,94,1383,3,3522,62,23,11
Festival Delight,4/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4019,2.9%,52,42,417,7,14288,18,20,0
Festival Delight,4/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3338,1.7%,25,26,124,10,13282,41,27,0
Festival Delight,4/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3494,1.7%,26,43,215,14,13684,12,30,9
Festival Delight,4/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3631,4.2%,68,12,156,7,8855,40,0,9
Festival Delight,4/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4467,3.9%,77,9,138,10,12074,31,3,4
Festival Delight,4/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6571,3.5%,103,43,839,10,13886,31,13,4
Festival Delight,4/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6101,3.3%,90,26,441,17,32198,68,23,4
Festival Delight,4/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5785,3.9%,100,26,488,0,0,43,3,9
Festival Delight,4/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6526,4.1%,120,10,234,0,0,52,3,9
Festival Delight,4/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7023,2.1%,65,26,326,10,18112,68,10,4
Festival Delight,4/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6138,3.5%,96,95,1756,14,18112,43,10,7
Festival Delight,4/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5378,4.3%,103,59,1151,10,9660,55,30,2
Festival Delight,4/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6176,5.0%,137,82,2164,14,25759,16,13,2
Festival Delight,4/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4812,2.8%,60,54,629,3,4427,59,7,0
Festival Delight,4/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6121,3.7%,100,48,913,10,24149,24,10,9
Festival Delight,4/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4283,4.5%,86,55,914,0,0,37,10,7
Festival Delight,4/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6869,4.9%,149,37,1045,14,19722,27,23,0
Festival Delight,4/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6704,3.4%,101,9,180,7,10263,77,10,0
Festival Delight,4/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4783,1.2%,26,20,101,3,7547,35,17,9
Festival Delight,4/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8380,1.6%,60,6,68,7,6440,24,27,9
Festival Delight,4/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3387,4.9%,74,92,1308,7,13282,18,3,7
Festival Delight,4/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5429,3.9%,95,7,124,7,7848,69,17,0
Festival Delight,4/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4706,3.4%,71,4,58,0,0,49,10,4
Festival Delight,4/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6961,4.2%,130,62,1539,17,17609,27,17,4
Festival Delight,5/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3345,3.5%,52,89,884,10,13886,56,17,11
Festival Delight,5/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6394,2.6%,73,94,1309,0,0,44,20,9
Festival Delight,5/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3200,2.9%,42,42,332,17,38739,6,20,4
Festival Delight,5/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3525,3.7%,59,10,114,17,25658,61,17,4
Festival Delight,5/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4180,4.1%,76,99,1445,17,26161,13,3,11
Festival Delight,5/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3414,4.8%,74,14,191,7,6641,52,17,11
Festival Delight,5/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4883,2.6%,56,53,563,14,31393,52,13,4
Festival Delight,5/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3833,2.7%,46,48,415,10,13886,65,13,2
Festival Delight,5/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2842,4.3%,55,95,999,3,7446,68,33,4
Festival Delight,5/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3940,2.6%,45,58,499,7,11672,71,30,4
Festival Delight,5/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4756,4.1%,87,57,954,10,21130,61,23,7
Festival Delight,5/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3411,5.2%,79,82,1244,3,8050,15,7,4
Festival Delight,5/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7601,3.6%,123,83,1957,0,0,38,17,11
Festival Delight,5/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5199,3.5%,82,3,53,7,16099,50,7,9
Festival Delight,5/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6319,3.1%,88,42,701,0,0,38,10,2
Festival Delight,5/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6945,2.0%,62,7,81,17,34714,19,3,0
Festival Delight,5/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6405,3.2%,91,73,1266,17,17105,6,17,4
Festival Delight,5/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6228,5.1%,141,49,1331,14,15697,16,3,2
Festival Delight,5/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4956,3.6%,80,94,1445,10,10867,55,13,0
Festival Delight,5/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5034,4.8%,108,92,1905,14,19722,34,30,2
Festival Delight,5/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4880,3.8%,83,40,636,14,29381,32,23,9
Festival Delight,5/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4757,5.0%,106,37,756,10,14489,25,33,9
Festival Delight,5/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3313,5.1%,75,38,549,7,6842,24,13,0
Festival Delight,5/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6646,3.7%,109,13,266,14,16502,47,27,0
Festival Delight,5/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6844,2.4%,72,31,434,0,0,68,3,7
Festival Delight,5/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6334,3.2%,91,4,74,0,0,34,13,0
Festival Delight,5/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8105,5.1%,185,41,1448,3,8050,58,7,7
Festival Delight,5/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6975,2.3%,72,47,644,3,3320,89,13,0
Festival Delight,5/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4992,1.9%,43,39,318,0,0,18,20,2
Festival Delight,5/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7404,4.7%,154,78,2312,14,22539,74,7,4
Festival Delight,5/31/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5663,3.2%,80,78,1198,17,31192,18,10,9
Festival Delight,6/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7216,3.9%,126,18,431,0,0,41,17,0
Festival Delight,6/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5614,2.0%,49,18,168,17,21633,31,10,7
Festival Delight,6/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4205,2.0%,38,20,141,10,23847,68,20,2
Festival Delight,6/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3229,5.3%,76,7,99,0,0,19,13,9
Festival Delight,6/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6320,5.2%,146,20,546,14,28979,77,7,9
Festival Delight,6/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5516,3.8%,94,3,61,14,26161,38,7,7
Festival Delight,6/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5395,3.6%,86,14,224,10,19621,15,23,7
Festival Delight,6/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6198,4.5%,125,28,672,17,34211,53,27,13
Festival Delight,6/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4187,3.6%,68,94,1221,10,11471,22,13,2
Festival Delight,6/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4718,4.1%,87,55,918,0,0,59,20,11
Festival Delight,6/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6992,4.2%,130,47,1165,14,20124,37,7,2
Festival Delight,6/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4108,3.4%,62,40,472,14,16099,18,17,4
Festival Delight,6/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5287,4.5%,107,70,1424,14,13282,25,13,2
Festival Delight,6/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3920,4.6%,81,32,500,3,6037,35,0,13
Festival Delight,6/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7847,4.6%,160,38,1173,0,0,35,30,2
Festival Delight,6/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4607,4.5%,92,101,1780,17,21633,75,23,2
Festival Delight,6/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7503,6.5%,219,3,107,10,12376,25,7,7
Festival Delight,6/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5732,2.9%,75,60,861,17,36726,52,13,2
Festival Delight,6/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6751,3.8%,114,54,1164,10,19017,72,20,9
Festival Delight,6/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3201,5.0%,72,52,713,17,37733,65,7,7
Festival Delight,6/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5828,2.8%,72,75,1029,17,26161,24,13,2
Festival Delight,6/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7196,3.1%,98,39,737,14,21331,49,0,4
Festival Delight,6/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4811,4.4%,95,73,1329,0,0,81,37,0
Heritage Exclusive Sale,6/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3091,2.1%,28,19,102,10,9458,38,13,2
Heritage Exclusive Sale,6/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1521,4.0%,27,37,189,0,3622,72,17,7
Heritage Exclusive Sale,6/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2793,4.8%,60,16,186,0,6540,72,20,2
Heritage Exclusive Sale,6/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1623,5.4%,39,79,595,14,18715,72,20,2
Heritage Exclusive Sale,6/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4821,4.1%,89,61,1039,3,4025,71,13,13
Heritage Exclusive Sale,6/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4507,3.0%,61,65,750,0,3320,30,10,0
Heritage Exclusive Sale,6/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3548,2.1%,33,37,234,14,14992,49,13,7
Heritage Exclusive Sale,7/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5155,3.8%,87,54,889,14,26262,35,3,0
Heritage Exclusive Sale,7/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4330,1.6%,30,93,534,14,23444,94,10,2
Heritage Exclusive Sale,7/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1519,3.8%,26,39,191,14,15395,84,10,4
Heritage Exclusive Sale,7/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1723,2.9%,22,24,100,0,1006,83,10,20
Heritage Exclusive Sale,7/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2926,3.2%,42,99,799,0,4125,62,17,4
Heritage Exclusive Sale,7/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3497,4.4%,68,67,877,0,201,80,0,4
Heritage Exclusive Sale,7/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2695,4.3%,52,74,736,3,12074,72,10,20
Heritage Exclusive Sale,7/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1925,2.1%,18,87,294,10,12879,38,17,0
Heritage Exclusive Sale,7/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4091,2.8%,50,11,107,14,27671,40,20,0
Heritage Exclusive Sale,7/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1801,2.2%,18,34,116,0,2817,46,7,0
Heritage Exclusive Sale,7/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,158,3.0%,2,93,38,0,1509,97,23,0
Heritage Exclusive Sale,7/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4432,3.3%,66,114,1430,14,19017,50,30,20
Heritage Exclusive Sale,7/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4734,2.6%,55,101,1069,0,5534,99,17,2
Heritage Exclusive Sale,7/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1698,2.9%,22,99,410,14,30790,75,27,2
Heritage Exclusive Sale,7/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3004,1.7%,23,31,138,7,15797,52,20,4
Heritage Exclusive Sale,7/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,929,2.6%,11,31,62,14,21935,50,0,9
Heritage Exclusive Sale,7/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3417,5.3%,81,19,291,0,3220,108,17,11
Heritage Exclusive Sale,7/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1889,3.2%,27,65,335,14,13081,46,17,9
Heritage Exclusive Sale,7/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1622,1.6%,11,61,132,14,34211,66,3,11
Heritage Exclusive Sale,7/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2812,1.2%,15,27,79,7,16703,41,27,13
Heritage Exclusive Sale,7/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4153,4.0%,75,114,1624,3,10666,63,20,4
Heritage Exclusive Sale,7/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2726,2.6%,31,8,46,10,14892,93,47,4
Heritage Exclusive Sale,7/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3713,4.3%,72,28,384,3,5836,12,3,2
Heritage Exclusive Sale,7/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2946,4.5%,59,58,658,14,13282,83,0,4
Heritage Exclusive Sale,7/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2337,4.6%,48,10,94,10,21935,66,7,0
Heritage Exclusive Sale,7/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3122,5.4%,75,34,488,10,7345,83,43,13
Heritage Exclusive Sale,7/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2806,3.0%,38,113,817,10,18816,68,0,0
Heritage Exclusive Sale,7/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3564,3.6%,58,69,759,10,15999,94,43,4
Heritage Exclusive Sale,7/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3071,5.0%,69,38,504,7,13684,66,0,4
Heritage Exclusive Sale,7/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1809,3.4%,27,31,164,7,8050,92,33,9
Heritage Exclusive Sale,7/31/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3062,4.0%,54,33,344,0,5333,44,7,0
Heritage Exclusive Sale,8/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4467,2.3%,45,84,726,10,23344,27,37,0
Heritage Exclusive Sale,8/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2692,3.5%,42,17,136,14,29582,68,13,16
Heritage Exclusive Sale,8/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5918,2.9%,76,104,1502,0,4930,68,7,2
Heritage Exclusive Sale,8/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,638,1.6%,4,41,35,10,20526,30,20,13
Heritage Exclusive Sale,8/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5246,4.5%,106,47,948,14,30085,46,27,13
Heritage Exclusive Sale,8/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,740,1.9%,6,33,39,10,18313,93,47,2
Heritage Exclusive Sale,8/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5407,1.2%,28,40,213,0,906,55,13,11
Heritage Exclusive Sale,8/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3308,4.8%,71,37,510,14,12678,50,10,4
Heritage Exclusive Sale,8/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3202,3.6%,52,47,463,10,27872,47,27,4
Heritage Exclusive Sale,8/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1174,3.7%,19,77,289,0,1308,87,17,2
Heritage Exclusive Sale,8/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4165,3.0%,56,103,1103,3,9458,102,3,4
Heritage Exclusive Sale,8/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3485,5.3%,82,90,1415,0,6641,58,7,2
Heritage Exclusive Sale,8/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3114,2.4%,33,48,304,0,1610,56,17,2
Heritage Exclusive Sale,8/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3546,3.6%,56,16,175,14,28475,62,27,4
Heritage Exclusive Sale,8/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3409,5.3%,80,51,784,14,20023,44,20,7
Heritage Exclusive Sale,8/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1975,2.8%,25,83,395,0,2012,90,10,0
Heritage Exclusive Sale,8/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2385,3.4%,36,68,474,7,12879,68,20,0
Heritage Exclusive Sale,8/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2396,2.6%,27,48,250,14,16401,72,13,4
Heritage Exclusive Sale,8/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3269,4.1%,60,31,362,0,805,68,7,2
Heritage Exclusive Sale,8/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4635,3.6%,74,93,1309,10,21633,47,20,9
Heritage Exclusive Sale,8/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4851,4.6%,99,111,2094,7,15194,38,7,2
Heritage Exclusive Sale,8/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,837,5.3%,20,15,58,14,21331,99,3,4
Heritage Exclusive Sale,8/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3522,4.9%,77,37,549,7,8955,47,10,2
Heritage Exclusive Sale,8/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3412,3.9%,60,55,631,14,16300,74,17,7
Heritage Exclusive Sale,8/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2744,1.4%,17,78,258,0,1308,77,7,9
Heritage Exclusive Sale,8/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,68,2.7%,1,26,4,14,28375,28,10,7
Heritage Exclusive Sale,8/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1575,1.6%,11,83,175,7,16602,41,7,13
Heritage Exclusive Sale,8/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4661,1.2%,24,111,512,0,5635,86,7,2
Heritage Exclusive Sale,8/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,601,3.5%,9,87,154,7,14489,41,27,2
Heritage Exclusive Sale,8/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4218,3.2%,61,17,197,0,2616,35,23,11
Heritage Exclusive Sale,8/31/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3251,1.5%,21,11,45,0,5433,18,3,13
Heritage Exclusive Sale,9/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3017,4.1%,55,28,298,10,12376,63,7,2
Heritage Exclusive Sale,9/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3975,1.8%,31,31,183,7,19923,81,27,16
Heritage Exclusive Sale,9/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3689,2.0%,32,47,289,7,4729,89,13,11
Heritage Exclusive Sale,9/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4223,2.1%,39,14,101,14,32903,38,0,27
